snr,x,y,q,hc,h,r,s,dv,cat,area,ps,component
"2017","20500","381500",0.004364,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","20500","382500",1.449,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","20500","392500",0.07506,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","20500","393500",0.04682,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","21500","381500",7.883e-05,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","21500","382500",1.45,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","21500","383500",0.001326,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","21500","391500",0.05495,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","21500","392500",0.06468,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","22500","382500",1.419,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","22500","383500",0.03348,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","22500","390500",0.03133,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","22500","391500",0.0888,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","23500","382500",1.139,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","23500","383500",0.2964,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","23500","389500",0.03959,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","23500","390500",0.09838,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","24500","382500",0.7931,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","24500","383500",0.6407,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","24500","384500",0.0001493,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","24500","386500",1.949e-05,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","24500","387500",0.03879,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","24500","388500",0.09683,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","24500","389500",0.06697,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","25500","382500",0.5648,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","25500","383500",0.8665,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","25500","384500",6.7e-05,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","25500","386500",0.09208,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","25500","387500",0.05674,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","25500","388500",0.0001307,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","26500","382500",0.3069,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","26500","383500",1.132,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","26500","385500",0.009666,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","26500","386500",0.08448,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","27500","381500",0.0001418,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","27500","382500",0.1334,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","27500","383500",1.346,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","27500","384500",0.0007286,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","27500","385500",0.09959,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","27500","386500",0.003042,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","28500","382500",0.04945,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","28500","383500",1.434,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","28500","384500",0.1412,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","28500","385500",0.05252,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","29500","382500",0.0232,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","29500","383500",1.187,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","29500","384500",0.4803,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","30500","382500",0.008062,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","30500","383500",0.8454,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","30500","384500",0.8846,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","31500","382500",0.004685,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","31500","383500",0.2777,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","31500","384500",1.375,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","32500","382500",0.01056,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","32500","383500",0.004164,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","32500","384500",1.513,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","33500","381500",6.206e-05,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","33500","382500",0.01314,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","33500","384500",1.442,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","33500","385500",0.04242,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
"2017","34500","381500",0.001402,3.876,35.2,"1000",17.6,"0","3824","528","0",NOx
